"nummer";"gruppe";"foodgroup";"custom_groups";"brand_group_stem";"brand_specific_stem";"generic_specific_stem";"generic_group_stem";"generic_type_stem";"generic_taste_stem";"specific_taste_stem";"processing_stem";"priority";"eco_stem";"light_stem";"unit";"lower_percent_match";"upper_percent_match";"price";"amount";"sum";"foodex2code";"fødevarenavn";"fødevaregruppe";"foodname";"foodgroup_eng";"foodgroupid";"energy_kj";"energy_kcal";"protein";"protein_from_amino_acids";"protein_labeling";"carbohydrate_by_difference";"available_carbohydrates";"available_carbohydrate_labelling";"dietary_fibre";"fat";"alcohol";"salt_labelling";"ash";"dry_matter";"water";"vitamin_a";"retinol";"beta_carotene";"vitamin_d";"vitamin_d3";"vitamin_d2";"25_hydroxy_vitamin_d3_";"25_hydroxy_vitamin_d2";"vitamin_e";"alpha_tocopherol";"beta_tocopherol";"gamma_tocopherol";"delta_tocopherol";"alpha_tocotrienol";"vitamin_k1";"thiamin_vitamin_b1_";"thiamine";"2_1_hydroxyethyl_thiamine";"riboflavin_vitamin_b2_";"niacin_equivalent";"niacin";"vitamin_b6";"pantothenic_acid";"biotin";"folate";"folate_free";"vitamin_b12";"vitamin_c";"ascorbic_acid";"dehydroascorbic_acid";"sodium";"potassium";"calcium";"magnesium";"rubidium";"iron";"copper";"zinc";"manganese";"chromium";"molybdenum";"cobalt";"selenium";"aluminum";"silicon";"boron";"phosphorus";"fluorine";"chloride";"bromine";"iodine";"sulfur";"nickel";"mercury";"arsenic";"cadmium";"lead";"tin";"fructose";"galactose";"glucose";"sum_monosaccharides";"lactose";"maltose";"sucrose";"sum_disaccharides";"maltotriose";"raffinose";"sum_sugars";"added_sugar";"free_sugars";"sorbitol";"mannitol";"inositol";"maltitol";"sum_sugar_alcohols";"starch";"cellulose";"lignin";"insoluble_dietary_fibers";"high_molecular_weight_soluble_dietary_fibre_";"low_molecular_weight_soluble_dietary_fibre_";"crude_fibre";"neutral_detergent_fibre";"l_lactic_acid";"d_lactic_acid";"lactic_acid";"citric_acid";"oxalic_acid";"malic_acid";"acetic_acid";"propionic_acid";"benzoic_acid";"sum_organic_acids";"c4_0";"c6_0";"c8_0";"c10_0";"c12_0";"c13_0";"c14_0";"c15_0";"c16_0";"c17_0";"c18_0";"c20_0";"c21_0";"c22_0";"c23_0";"c24_0";"c12_1_n_1";"c14_1_n_5";"c15_1_n_5";"c16_1_n_7";"c17_1_n_7";"c18_1_n_7";"c18_1_n_9";"c18_1_n_12";"c20_1_n_9";"c20_1_n_11";"c20_1_n_15";"c22_1_n_9";"c22_1_n_11";"c24_1_n_9";"c14_1_n_5_trans";"c16_1_n_7_trans";"c18_1_trans";"c20_1_trans";"c22_1_trans";"c18_2_n_6";"c18_2_conjugated";"c18_3_n_3";"c18_3_n_6";"c18_4_n_3";"c20_2_n_6";"c20_3_n_3";"c20_3_n_6";"c20_4_n_3";"c20_4_n_6";"c20_5_n_3";"c22_2_n_6";"c22_3_n_3";"c22_4_n_6";"c22_5_n_3";"c22_5_n_6";"c22_6_n_3";"c18_2_trans";"other_fatty_acids";"sum_saturated_fatty_acids";"sum_monounsaturated_fatty_acids";"sum_polyunsaturated_fatty_acids";"sum_trans_fatty_acids";"sum_fatty_acids_below_the_detection_limit";"sum_fatty_acids";"sum_n_3_fatty_acids";"sum_n_6_fatty_acids";"cholesterol";"nitrogen";"isoleucine";"leucine";"lysine";"methionine";"cystine";"phenylalanine";"tyrosine";"threonine";"tryptophan";"valine";"arginine";"histidine";"alanine";"aspartic_acid";"glutamic_acid";"glycine";"proline";"serine";"hydroxyproline";"ornithine";"histamine";"serotonin";"tyramine";"phenylethylamine";"putrescine";"cadaverine";"spermine";"spermidine";"sum_biogenic_amines";"waste";"nitrogen_conversion_factor";"fatty_acid_conversion_factor";"density";"match_score";"itemname";"itemnumber";"name";"total_items";"frida_name";"navn"
"1079";"kaffe_te_kakao_og_chokolade";"107";"non-sugary drinks";"empty";"nesquik|oboy|cocio|mathilde";"\bkakao\b|\bcocoa\b|kakaodrik";"drik|instant";"mael\b|\bmael|mil\b|\bmil";"empty";"empty";"empty";"1";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"a03hh#f04.a02pj";"kakao, instant, med maelk, pulver";"kaffe, te og kakao";"cocoa, instant, med milk, powder";"coffee, tea and cocoa";"107";"1617.3";"381.6";"5.5";"3.980784597";"5.5";"82.5";"82";"73.6";"0.5";"3.4";"0";"0.675";"5";"96.4";"3.6";"0";"0";"0";"0";"0";NA;NA;NA;"0.1";"0.1";NA;NA;NA;NA;"0";"0.06";NA;NA;"0.04";"1.878666667";"0.5";"0.02";"0.893";NA;"23";"9";"0";"0";"0";NA;"270";"1470";"33";"155";NA;"7";"1.1";"1.9";"0.77";"14";NA;NA;"1.5";NA;NA;NA;"190";NA;NA;NA;"30";NA;NA;NA;NA;NA;NA;NA;"0";NA;"0";"0";NA;NA;"70.3";"70.3";NA;NA;"70.3";"62.9";"62.9";NA;NA;NA;NA;NA;"3.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1.47";"0.83";"0.07";NA;NA;"3.23";"0";"0.07";"0";"0.88";"189.2";"299.2";"198";"82.72";"101.2";"220";"149.6";"198";"82.72";"290.4";"347.6";"82.72";"228.8";"501.6";"849.2";"220";"290.4";"290.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"6.25";"0.95";"0.52";3.1;"bki instant";"05701115363312";"bki instant";1;"kakao, instant, med maelk, pulver";"kakao, instant, med maelk, pulver"
"10013";"frugtsaft_og_juice";"54";"sugary drinks";"innoce|\bnu\b";"froosh";"smoo";"empty";"empty";"abriko|ananas|appl|appelsi|apric|banan|berry|blaab|blueber|baer|cacao|carro|cherr|cinnam|clement|cranb|citr|curra|drue|elderflow|exoti|eksotis|fersk|figen|fig|frugt|ginge|granataeb|\bgrape\b|grapefru|guava|guleroe|havtor|hinbae|honnin|honey|hyben|hyldeb|jordb|kakao|kanel|karam|kirseb|kiwi|klemint|lemo|lime|lingon|mandari|mang|melba|melon|mint|mix(ed | )berry|multi|mynt|orang|passionsfrug|passion(| )fruit|peach|pear|paer|pineappl|pink|pistac|pomegra|rabar|rasin|raspber|rhuba|ribs|rossin|skovb|solb|spinat|strawb|traneb|tropi|tutti( |)fruitti|tytteb|vanil|valnoed|vandmel|walnu|watermel|aebl";"empty";"empty";"empty";"empty";"light|0(|\+|\%)|lav\b|\blav|reducer|\blet|let\b|sukkerfri|free|minus|zero|sugarfree|minus|sf\b|\bsf|lite\b|\blite|max|diet";"empty";"empty";"empty";"empty";"empty";"empty";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;"bl.ue k. b'free";"05701161713147";"bl.ue k. b'free";1;"frugtsmoothie, usoedet";"frugtsmoothie, usoedet"
"1570";"mel";"30";"grains";"empty";"empty";"melmix";"hved";"koldhae|stenbroed|bolle|bland|melmix";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"null";"hvid hvede, melmix";"mel og klid";"white wheat, whole grain flour, ready-to-bake";"flour and bran";"30";"1439.23";"340.96";"11.8932";NA;"12.75";"68.4968";"59.2968";"58.44";"9.2";"4.2";"0";"1.8825";"3.31";"87.9";"12.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"753";"337";"86.6";"77.4";NA;"2.74";"0.266";"1.73";"2.47";NA;NA;NA;NA;NA;NA;NA;"263";NA;"1350";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;"0";NA;"0.0215";"0";"1.11";NA;"0.213";"0.012";NA;"0";NA;"0";NA;NA;NA;"0";NA;"0.0385";"0.99";NA;NA;"0.0165";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1.27";NA;"0.108";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.0148";"0";"1.3565";"1.045";"1.378";"0.0148";NA;"3.7943";"0.108";"1.27";NA;"2.04";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"5.83";"0.903404762";"0.67";2;"bland-selv-slik";"00000000208099";"bland-selv-slik";1;"hvid hvede, melmix";"hvid hvede, melmix"
"1616";"sandwiches";"131";"ready meals";"empty";"empty";"burger";"boef\b|\bboef";"salat|dress";"aioli|bacon|barbeq|bbq|buffal|butte|cayen|champig|chedd|chees|chili|chipot|chive|citr|cream|\bdild\b|foraarsloe|garlic|\bhvidloe|jalepe|karry|krydde|lemo|\bloeg\b|mushro|nacho|onion|\bost\b|paprik|peppe|pebbe|pikant|purloe|ranch|\bsalt\b|smoer|sour( |)cream|spicy|spring( |)oni|truff|troeff|urt\b|\burt|vinega";"empty";"empty";"1";"empty";"empty";"m";"empty";"empty";"empty";"empty";"empty";"null";"burger med medium boef, salat og dressing, fastfood";"sandwich, burger, hotdog, pita o.l.";"hamburger, medium patty, salad and dressing, fast food";"sandwich, burger, hotdog etc.";"131";"923.9316667";"220.8133333";"10.40625";NA;"10.40625";"20.82208333";"19.27208333";"19.27208333";"1.55";"11";"0";"0.95875";"1.555";"43.78333333";"56.21666667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.087833333";NA;NA;"0.0835";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"383.5";"194.8333333";"36.61666667";"18.78333333";NA;"1.101666667";"0.076333333";"1.865";"0.192666667";NA;NA;NA;NA;NA;NA;NA;"100";NA;"597.8333333";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.021166667";"0.0065";"0";"0.019833333";"0.024";NA;"0.214666667";"0.005666667";"1.841666667";"0";"0.905";"0";NA;"0";NA;"0";NA;"0.023166667";NA;"0.237";"0";"0.195333333";"3.905";NA;"0";"0.047166667";NA;"0";"0";"0";NA;"0";"0.154833333";"0";"0";"1.518333333";"0";"0.338166667";"0.008333333";"0";"0";NA;NA;"0";"0";"0";NA;NA;NA;"0";NA;"0";"0.043";"0.0575";"3.0385";"4.407666667";"1.864833333";"0.197833333";NA;"9.566333333";"0.338166667";"1.526666667";NA;"1.665";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"6.25";"0.869666667";NA;0.2;"bloed snemand";"05710405569679";"bloed snemand";1;"burger med medium boef, salat og dressing, fastfood";"burger med medium boef, salat og dressing, fastfood"
"1616";"sandwiches";"131";"ready meals";"empty";"empty";"burger";"boef\b|\bboef";"salat|dress";"aioli|bacon|barbeq|bbq|buffal|butte|cayen|champig|chedd|chees|chili|chipot|chive|citr|cream|\bdild\b|foraarsloe|garlic|\bhvidloe|jalepe|karry|krydde|lemo|\bloeg\b|mushro|nacho|onion|\bost\b|paprik|peppe|pebbe|pikant|purloe|ranch|\bsalt\b|smoer|sour( |)cream|spicy|spring( |)oni|truff|troeff|urt\b|\burt|vinega";"empty";"empty";"1";"empty";"empty";"m";"empty";"empty";"empty";"empty";"empty";"null";"burger med medium boef, salat og dressing, fastfood";"sandwich, burger, hotdog, pita o.l.";"hamburger, medium patty, salad and dressing, fast food";"sandwich, burger, hotdog etc.";"131";"923.9316667";"220.8133333";"10.40625";NA;"10.40625";"20.82208333";"19.27208333";"19.27208333";"1.55";"11";"0";"0.95875";"1.555";"43.78333333";"56.21666667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.087833333";NA;NA;"0.0835";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"383.5";"194.8333333";"36.61666667";"18.78333333";NA;"1.101666667";"0.076333333";"1.865";"0.192666667";NA;NA;NA;NA;NA;NA;NA;"100";NA;"597.8333333";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.021166667";"0.0065";"0";"0.019833333";"0.024";NA;"0.214666667";"0.005666667";"1.841666667";"0";"0.905";"0";NA;"0";NA;"0";NA;"0.023166667";NA;"0.237";"0";"0.195333333";"3.905";NA;"0";"0.047166667";NA;"0";"0";"0";NA;"0";"0.154833333";"0";"0";"1.518333333";"0";"0.338166667";"0.008333333";"0";"0";NA;NA;"0";"0";"0";NA;NA;NA;"0";NA;"0";"0.043";"0.0575";"3.0385";"4.407666667";"1.864833333";"0.197833333";NA;"9.566333333";"0.338166667";"1.526666667";NA;"1.665";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"6.25";"0.869666667";NA;0.2;"blue dream";"05740200001364";"blue dream";1;"burger med medium boef, salat og dressing, fastfood";"burger med medium boef, salat og dressing, fastfood"
"1616";"sandwiches";"131";"ready meals";"empty";"empty";"burger";"boef\b|\bboef";"salat|dress";"aioli|bacon|barbeq|bbq|buffal|butte|cayen|champig|chedd|chees|chili|chipot|chive|citr|cream|\bdild\b|foraarsloe|garlic|\bhvidloe|jalepe|karry|krydde|lemo|\bloeg\b|mushro|nacho|onion|\bost\b|paprik|peppe|pebbe|pikant|purloe|ranch|\bsalt\b|smoer|sour( |)cream|spicy|spring( |)oni|truff|troeff|urt\b|\burt|vinega";"empty";"empty";"1";"empty";"empty";"m";"empty";"empty";"empty";"empty";"empty";"null";"burger med medium boef, salat og dressing, fastfood";"sandwich, burger, hotdog, pita o.l.";"hamburger, medium patty, salad and dressing, fast food";"sandwich, burger, hotdog etc.";"131";"923.9316667";"220.8133333";"10.40625";NA;"10.40625";"20.82208333";"19.27208333";"19.27208333";"1.55";"11";"0";"0.95875";"1.555";"43.78333333";"56.21666667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.087833333";NA;NA;"0.0835";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"383.5";"194.8333333";"36.61666667";"18.78333333";NA;"1.101666667";"0.076333333";"1.865";"0.192666667";NA;NA;NA;NA;NA;NA;NA;"100";NA;"597.8333333";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.021166667";"0.0065";"0";"0.019833333";"0.024";NA;"0.214666667";"0.005666667";"1.841666667";"0";"0.905";"0";NA;"0";NA;"0";NA;"0.023166667";NA;"0.237";"0";"0.195333333";"3.905";NA;"0";"0.047166667";NA;"0";"0";"0";NA;"0";"0.154833333";"0";"0";"1.518333333";"0";"0.338166667";"0.008333333";"0";"0";NA;NA;"0";"0";"0";NA;NA;NA;"0";NA;"0";"0.043";"0.0575";"3.0385";"4.407666667";"1.864833333";"0.197833333";NA;"9.566333333";"0.338166667";"1.526666667";NA;"1.665";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"6.25";"0.869666667";NA;0.2;"blue dream 200 g";"05740200001364";"blue dream g";1;"burger med medium boef, salat og dressing, fastfood";"burger med medium boef, salat og dressing, fastfood"
"1777";"fast_loebeost";"13";"cheese";"empty";"empty";"gedeost";"empty";"fast\b|\bfast";"empty";"empty";"empty";"1";"empty";"empty";"empty";"45";"empty";"empty";"empty";"empty";NA;"gedeost, fast, 45+";"fast loebeost";"goat cheese, hard, 45% fidm.";"firm rennet cheese";"13";"1529.24";"368.88";"21.3125";NA;"21.3125";"1.6075";"1.6075";"1.6075";NA;"30.8";NA;"0.64";"3.58";"57.3";"42.7";"350";"350";NA;"0.42366";NA;NA;NA;NA;"0.49";"0.49";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"256";"97";"820";"58.3";NA;"0.218";"0.05";"3.28";"0.039";"0.67";NA;NA;"13.8";NA;NA;NA;"570";NA;"523";NA;"72";NA;"3";NA;NA;NA;NA;NA;"0";"0";"0";NA;"0";NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.61";"0.67";"0.69";"2.51";"1.35";NA;"2.93";"0.293";"7.1";NA;"2.16";NA;NA;NA;NA;NA;NA;"0";NA;"0.205";NA;"0.169";"5.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.58";NA;NA;"0.6";"0.09755";"0.184";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.203";"0.108";"18.313";"6.074";"0.88155";"0.783";NA;"26.15955";"0.184";"0.6";"101.792";"3.41";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.849336039";NA;0.1;"bluse";"05712872185864";"bluse";1;"gedeost, fast, 45+";"gedeost, fast, 45+"
"1777";"fast_loebeost";"13";"cheese";"empty";"empty";"gedeost";"empty";"fast\b|\bfast";"empty";"empty";"empty";"1";"empty";"empty";"empty";"45";"empty";"empty";"empty";"empty";NA;"gedeost, fast, 45+";"fast loebeost";"goat cheese, hard, 45% fidm.";"firm rennet cheese";"13";"1529.24";"368.88";"21.3125";NA;"21.3125";"1.6075";"1.6075";"1.6075";NA;"30.8";NA;"0.64";"3.58";"57.3";"42.7";"350";"350";NA;"0.42366";NA;NA;NA;NA;"0.49";"0.49";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"256";"97";"820";"58.3";NA;"0.218";"0.05";"3.28";"0.039";"0.67";NA;NA;"13.8";NA;NA;NA;"570";NA;"523";NA;"72";NA;"3";NA;NA;NA;NA;NA;"0";"0";"0";NA;"0";NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.61";"0.67";"0.69";"2.51";"1.35";NA;"2.93";"0.293";"7.1";NA;"2.16";NA;NA;NA;NA;NA;NA;"0";NA;"0.205";NA;"0.169";"5.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.58";NA;NA;"0.6";"0.09755";"0.184";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.203";"0.108";"18.313";"6.074";"0.88155";"0.783";NA;"26.15955";"0.184";"0.6";"101.792";"3.41";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.849336039";NA;0.1;"bluse";"05712873008421";"bluse";1;"gedeost, fast, 45+";"gedeost, fast, 45+"
"1777";"fast_loebeost";"13";"cheese";"empty";"empty";"gedeost";"empty";"fast\b|\bfast";"empty";"empty";"empty";"1";"empty";"empty";"empty";"45";"empty";"empty";"empty";"empty";NA;"gedeost, fast, 45+";"fast loebeost";"goat cheese, hard, 45% fidm.";"firm rennet cheese";"13";"1529.24";"368.88";"21.3125";NA;"21.3125";"1.6075";"1.6075";"1.6075";NA;"30.8";NA;"0.64";"3.58";"57.3";"42.7";"350";"350";NA;"0.42366";NA;NA;NA;NA;"0.49";"0.49";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"256";"97";"820";"58.3";NA;"0.218";"0.05";"3.28";"0.039";"0.67";NA;NA;"13.8";NA;NA;NA;"570";NA;"523";NA;"72";NA;"3";NA;NA;NA;NA;NA;"0";"0";"0";NA;"0";NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.61";"0.67";"0.69";"2.51";"1.35";NA;"2.93";"0.293";"7.1";NA;"2.16";NA;NA;NA;NA;NA;NA;"0";NA;"0.205";NA;"0.169";"5.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.58";NA;NA;"0.6";"0.09755";"0.184";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.203";"0.108";"18.313";"6.074";"0.88155";"0.783";NA;"26.15955";"0.184";"0.6";"101.792";"3.41";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.849336039";NA;0.1;"bluse";"05712874368456";"bluse";1;"gedeost, fast, 45+";"gedeost, fast, 45+"
"1777";"fast_loebeost";"13";"cheese";"empty";"empty";"gedeost";"empty";"fast\b|\bfast";"empty";"empty";"empty";"1";"empty";"empty";"empty";"45";"empty";"empty";"empty";"empty";NA;"gedeost, fast, 45+";"fast loebeost";"goat cheese, hard, 45% fidm.";"firm rennet cheese";"13";"1529.24";"368.88";"21.3125";NA;"21.3125";"1.6075";"1.6075";"1.6075";NA;"30.8";NA;"0.64";"3.58";"57.3";"42.7";"350";"350";NA;"0.42366";NA;NA;NA;NA;"0.49";"0.49";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"256";"97";"820";"58.3";NA;"0.218";"0.05";"3.28";"0.039";"0.67";NA;NA;"13.8";NA;NA;NA;"570";NA;"523";NA;"72";NA;"3";NA;NA;NA;NA;NA;"0";"0";"0";NA;"0";NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.61";"0.67";"0.69";"2.51";"1.35";NA;"2.93";"0.293";"7.1";NA;"2.16";NA;NA;NA;NA;NA;NA;"0";NA;"0.205";NA;"0.169";"5.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.58";NA;NA;"0.6";"0.09755";"0.184";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.203";"0.108";"18.313";"6.074";"0.88155";"0.783";NA;"26.15955";"0.184";"0.6";"101.792";"3.41";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.849336039";NA;0.1;"boejle";"05710250018735";"boejle";1;"gedeost, fast, 45+";"gedeost, fast, 45+"
"10044";"toej";"empty";"empty";"empty";"hummel|nike|hugo(| )boss|sloggi";"(\b(hue|sko|uld)\b)|(sandaler|stoevle|bomuld|dragt|pyjama|bukser|handsker|vanter|under(toej|troeje)|(|t-|t)shirt|hipster|tights|trusse|stroemp|stroempebuk|sock|legging|kjole|hjemmesko|shorts|g(-|)streng|benklaed|jeans|sweatsh|bomuld|rygsae|silke|undertoej|toerklaed|jakke)|nike|sokke|hat\b|\bhat|pants\b|\bpants|(sort|hvid|roed|sport(s|)|tank|strop|dame|blonde|pige|less|boejle)(| )(top|bh)|(top|bh)(| )(sort|hvid|roed|boejle|seam|tank|strop|dame|blonde|pige|sport(s|))|\bbh\b";"herr|kvind|boern|baby";"smal|mediu|lar";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";"empty";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"boerne taske";"05712873654987";"boerne taske";1;"toej";"toej"
